timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1543217976363,6583,,200,HTTP/1.1 200, 1-105,text,true,,132,0,9856,9856,http://172.23.239.222:9001/container/metrics,6583,0,0
1543217976363,6583,,200,HTTP/1.1 200, 1-108,text,true,,132,0,9856,9856,http://172.23.239.222:9001/container/metrics,6583,0,0
1543217976364,6582,,200,HTTP/1.1 200, 1-124,text,true,,132,0,9854,9854,http://172.23.239.222:9001/container/metrics,6582,0,0
1543217976361,6733,,200,HTTP/1.1 200, 1-95,text,true,,132,0,9853,9853,http://172.23.239.222:9001/container/metrics,6733,0,0
1543217976365,6731,,200,HTTP/1.1 200, 1-129,text,true,,132,0,9852,9852,http://172.23.239.222:9001/container/metrics,6731,0,0
1543217976362,6735,,200,HTTP/1.1 200, 1-98,text,true,,132,0,9851,9851,http://172.23.239.222:9001/container/metrics,6735,0,0
1543217976365,6732,,200,HTTP/1.1 200, 1-126,text,true,,132,0,9850,9850,http://172.23.239.222:9001/container/metrics,6732,0,0
1543217976364,6733,,200,HTTP/1.1 200, 1-125,text,true,,132,0,9849,9849,http://172.23.239.222:9001/container/metrics,6733,0,0
1543217976364,6733,,200,HTTP/1.1 200, 1-123,text,true,,132,0,9848,9848,http://172.23.239.222:9001/container/metrics,6733,0,0
1543217976371,6726,,200,HTTP/1.1 200, 1-188,text,true,,132,0,9847,9847,http://172.23.239.222:9001/container/metrics,6726,0,0
1543217976375,6722,,200,HTTP/1.1 200, 1-219,text,true,,132,0,9847,9847,http://172.23.239.222:9001/container/metrics,6722,0,0
1543217976375,6722,,200,HTTP/1.1 200, 1-213,text,true,,132,0,9845,9845,http://172.23.239.222:9001/container/metrics,6722,0,0
1543217976365,6732,,200,HTTP/1.1 200, 1-131,text,true,,132,0,9844,9844,http://172.23.239.222:9001/container/metrics,6732,0,0
1543217976375,6736,,200,HTTP/1.1 200, 1-218,text,true,,132,0,9843,9843,http://172.23.239.222:9001/container/metrics,6736,0,0
1543217976365,6746,,200,HTTP/1.1 200, 1-136,text,true,,132,0,9843,9843,http://172.23.239.222:9001/container/metrics,6746,0,0
1543217976358,6753,,200,HTTP/1.1 200, 1-88,text,true,,132,0,9843,9843,http://172.23.239.222:9001/container/metrics,6753,0,0
1543217976365,6746,,200,HTTP/1.1 200, 1-135,text,true,,132,0,9843,9842,http://172.23.239.222:9001/container/metrics,6746,0,0
1543217976367,6748,,200,HTTP/1.1 200, 1-154,text,true,,132,0,9839,9839,http://172.23.239.222:9001/container/metrics,6748,0,0
1543217976367,6748,,200,HTTP/1.1 200, 1-150,text,true,,132,0,9838,9838,http://172.23.239.222:9001/container/metrics,6748,0,0
1543217976367,6750,,200,HTTP/1.1 200, 1-152,text,true,,132,0,9837,9837,http://172.23.239.222:9001/container/metrics,6750,0,0
1543217976367,6750,,200,HTTP/1.1 200, 1-151,text,true,,132,0,9837,9837,http://172.23.239.222:9001/container/metrics,6750,0,0
1543217976367,6750,,200,HTTP/1.1 200, 1-148,text,true,,132,0,9837,9837,http://172.23.239.222:9001/container/metrics,6750,0,0
1543217976367,6750,,200,HTTP/1.1 200, 1-153,text,true,,132,0,9837,9837,http://172.23.239.222:9001/container/metrics,6750,0,0
1543217976366,6751,,200,HTTP/1.1 200, 1-141,text,true,,132,0,9836,9836,http://172.23.239.222:9001/container/metrics,6751,0,0
1543217976366,6751,,200,HTTP/1.1 200, 1-145,text,true,,132,0,9835,9835,http://172.23.239.222:9001/container/metrics,6751,0,0
1543217976367,6750,,200,HTTP/1.1 200, 1-149,text,true,,132,0,9833,9833,http://172.23.239.222:9001/container/metrics,6750,0,0
1543217976367,6750,,200,HTTP/1.1 200, 1-155,text,true,,132,0,9830,9830,http://172.23.239.222:9001/container/metrics,6750,0,0
1543217976366,6751,,200,HTTP/1.1 200, 1-137,text,true,,132,0,9829,9829,http://172.23.239.222:9001/container/metrics,6751,0,0
1543217976366,6751,,200,HTTP/1.1 200, 1-139,text,true,,132,0,9828,9828,http://172.23.239.222:9001/container/metrics,6751,0,0
1543217976366,6751,,200,HTTP/1.1 200, 1-143,text,true,,132,0,9827,9827,http://172.23.239.222:9001/container/metrics,6751,0,0
1543217976366,6752,,200,HTTP/1.1 200, 1-147,text,true,,132,0,9826,9826,http://172.23.239.222:9001/container/metrics,6752,0,0
1543217976365,6753,,200,HTTP/1.1 200, 1-133,text,true,,132,0,9825,9825,http://172.23.239.222:9001/container/metrics,6753,0,0
1543217976368,6763,,200,HTTP/1.1 200, 1-169,text,true,,132,0,9824,9824,http://172.23.239.222:9001/container/metrics,6763,0,0
1543217976374,6758,,200,HTTP/1.1 200, 1-205,text,true,,132,0,9823,9823,http://172.23.239.222:9001/container/metrics,6758,0,0
1543217976375,6757,,200,HTTP/1.1 200, 1-217,text,true,,132,0,9822,9822,http://172.23.239.222:9001/container/metrics,6757,0,0
1543217976375,6936,,200,HTTP/1.1 200, 1-220,text,true,,132,0,9821,9821,http://172.23.239.222:9001/container/metrics,6936,0,0
1543217976374,6937,,200,HTTP/1.1 200, 1-208,text,true,,132,0,9821,9821,http://172.23.239.222:9001/container/metrics,6937,0,0
1543217976371,6944,,200,HTTP/1.1 200, 1-183,text,true,,132,0,9819,9819,http://172.23.239.222:9001/container/metrics,6944,0,0
1543217976375,6940,,200,HTTP/1.1 200, 1-215,text,true,,132,0,9819,9819,http://172.23.239.222:9001/container/metrics,6940,0,0
1543217976371,6944,,200,HTTP/1.1 200, 1-184,text,true,,132,0,9818,9818,http://172.23.239.222:9001/container/metrics,6944,0,0
1543217976371,6944,,200,HTTP/1.1 200, 1-185,text,true,,132,0,9818,9818,http://172.23.239.222:9001/container/metrics,6944,0,0
1543217976371,6944,,200,HTTP/1.1 200, 1-186,text,true,,132,0,9816,9816,http://172.23.239.222:9001/container/metrics,6944,0,0
1543217976368,6947,,200,HTTP/1.1 200, 1-164,text,true,,132,0,9815,9815,http://172.23.239.222:9001/container/metrics,6947,0,0
1543217976369,6950,,200,HTTP/1.1 200, 1-174,text,true,,132,0,9813,9813,http://172.23.239.222:9001/container/metrics,6950,0,0
1543217976364,7004,,200,HTTP/1.1 200, 1-121,text,true,,132,0,9812,9812,http://172.23.239.222:9001/container/metrics,7004,0,0
1543217976362,7006,,200,HTTP/1.1 200, 1-101,text,true,,132,0,9812,9812,http://172.23.239.222:9001/container/metrics,7006,0,0
1543217976364,7004,,200,HTTP/1.1 200, 1-122,text,true,,132,0,9812,9812,http://172.23.239.222:9001/container/metrics,7004,0,0
1543217976365,7004,,200,HTTP/1.1 200, 1-127,text,true,,132,0,9812,9812,http://172.23.239.222:9001/container/metrics,7004,0,0
1543217976363,7005,,200,HTTP/1.1 200, 1-107,text,true,,132,0,9812,9812,http://172.23.239.222:9001/container/metrics,7005,0,0
1543217976364,7005,,200,HTTP/1.1 200, 1-120,text,true,,132,0,9811,9811,http://172.23.239.222:9001/container/metrics,7005,0,0
1543217976341,8277,,200,HTTP/1.1 200, 1-14,text,true,,132,0,9806,9806,http://172.23.239.222:9001/container/metrics,8277,0,0
1543217976362,9001,,200,HTTP/1.1 200, 1-97,text,true,,132,0,9805,9805,http://172.23.239.222:9001/container/metrics,9001,0,0
1543217976373,8991,,200,HTTP/1.1 200, 1-200,text,true,,132,0,9804,9804,http://172.23.239.222:9001/container/metrics,8991,0,0
1543217976362,9002,,200,HTTP/1.1 200, 1-96,text,true,,132,0,9804,9804,http://172.23.239.222:9001/container/metrics,9002,0,0
